customer_id,company_name,industry,employee_count,plan_tier,mrr_usd,signup_date,last_login_days_ago,features_used_30d,support_tickets_90d,csm_assigned
c_28742,Keystone Works,medical devices,952,professional,1048,2024-01-31,7,10,2,David C.
c_37033,Rally Consulting,FINANCE,18,Business ,2677,2024-10-22,54,5,4,Mei L.
c_61955,Atlas Partners,Finance,15,Pro ,813,2024-12-28,49,6,7,Kevin H.
c_61809,Stratum Corp,banking & finance,4648,STARTER,323,2025-01-29,33,4,2,Rachel S.
c_32814,Apex Works,retail,902,Business,2037,2024-07-22,9,6,2,Tom W.
c_39342,Iron Consulting,Logistics & 3PL,1571,Pro,737,2023-12-26,35,4,7,Carlos R.
c_52609,Union Systems,HR tech,283,starter plan,231,2024-05-22,2,9,0,
c_79182,Ridge Services,consulting,153,pro,1159,2023-07-17,64,6,4,Rachel S.
c_77255,Zeal Solutions,e-commerce,37,starter,172,2024-02-23,4,11,2,David C.
c_30111,Vertex Co,3PL,116,starter,228,2024-02-21,1,10,1,
c_99891,Zeal Technologies,non-profit,148,Starter ,393,2024-06-02,23,11,0,
c_29420,Swift Consulting,software,68,professional,785,2023-08-18,58,6,0,James T.
c_57386,Echo Inc,non-profit,18,starter,187,2024-07-25,52,4,1,
c_63509,Quorum Labs,financial services,,starter plan,268,2024-10-17,0,9,2,Mei L.
c_78980,Solid Systems,energy,773,Business,2223,2023-10-14,13,18,1,Mei L.
c_54007,Topo Inc,online retail,25,Starter ,277,2025-03-25,6,5,0,
c_80318,Summit Labs,education,,pro,1225,2024-01-29,2,6,1,Sarah K.
c_69798,Pivot Co,Tech,1974,Pro ,965,2023-10-22,54,7,0,James T.
c_25925,Vista Group,Retail,705,Business ,2036,2024-08-16,6,6,2,Sophia B.
c_41000,Orbit Corp,retail,131,starter,272,2024-10-04,14,4,1,Anna P.
c_73341,Global Solutions,e-commerce,116,starter,251,2023-09-28,57,3,0,
c_77531,Spark Advisors,HealthTech,40,Starter ,171,2024-10-08,1,5,0,
c_17653,Pivot Solutions,RETAIL,156,professional,1053,2024-04-20,53,3,6,Sophia B.
c_59768,Maple Ventures,enterprise software,4704,PRO,920,2025-04-10,33,4,0,Anna P.
c_93096,Ultra Consulting,FinTech,284,Starter ,199,2023-11-05,21,1,0,Anna P.
c_99759,Helix Consulting,retail & ecommerce,113,Pro ,381,2024-04-11,35,0,1,Carlos R.
c_36389,Zenith Technologies,FINANCE,,Starter ,192,2024-03-13,34,6,1,David C.
c_13831,Solar Services,Technology,,Starter ,326,2025-01-02,4,6,0,
c_94614,Kinetic Corp,B2B Software,1448,pro,590,2024-08-29,15,4,4,Mei L.
c_67860,Delta Consulting,Finance,991,BUSINESS,1750,2023-05-28,9,15,2,Rachel S.
c_27587,Nexus Solutions,Software,125,Pro ,959,2023-06-28,16,9,1,Sophia B.
c_95934,Rally Services,healthcare,43,Pro,897,2024-07-13,63,4,7,James T.
c_16324,Slate Works,ecommerce,179,starter,309,2024-04-01,5,11,2,
c_22912,Bright Corp,software,1728,starter,254,2024-07-17,42,6,1,Tom W.
c_62950,Orbit Partners,FinTech,758,Starter ,158,2025-02-10,7,8,1,Kevin H.
c_43412,Rally Group,financial services,181,pro,499,2025-01-16,43,4,5,Tom W.
c_98123,Wave Ventures,fintech,48,starter plan,327,2025-01-19,0,1,0,Rachel S.
c_93111,Spark Labs,real estate,100,starter plan,249,2025-03-03,32,2,0,Tom W.
c_42372,Orbit Works,SaaS / Tech,24,Pro,1074,2024-01-10,44,6,5,Kevin H.
c_28110,Noble Co,food & beverage,490,Business,2386,2022-12-25,7,10,2,Sarah K.
c_55193,Lumen Works,HR tech,124,STARTER,241,2023-10-05,51,9,1,Carlos R.
c_58070,Nexus Advisors,Tech,42,starter,362,2024-10-06,6,9,1,
c_16549,Trek Ventures,software development,351,Starter,274,2024-05-25,6,7,2,
c_33108,Atlas Technologies,e-commerce,271,Pro,1293,2024-06-14,7,3,2,Sarah K.
c_90886,Topo LLC,RETAIL,3322,starter,277,2025-04-15,24,1,0,
c_92291,Iron Labs,HEALTHCARE,1265,Business,3268,2023-10-29,13,8,0,James T.
c_14316,Cedar Solutions,software development,21,Starter,224,2024-07-07,23,0,1,
c_67662,Pivot Works,3pl / warehousing,,business,3218,2024-09-27,41,6,5,Kevin H.
c_72115,Nexus Inc,Logistics,157,Pro,897,2024-09-05,2,0,6,Kevin H.
c_58294,Solid Dynamics,wealth management,193,PRO,1149,2023-08-29,16,9,6,David C.
c_12947,Cascade Labs,banking & finance,1136,BUSINESS,2180,2023-08-18,8,4,0,Anna P.
c_78331,Union Corp,TECH,,starter plan,175,2025-02-11,49,7,0,Sarah K.
c_11413,Kinetic Works,SaaS,96,Starter ,286,2023-12-03,11,1,0,
c_69902,Ridge Partners,medical devices,84,starter plan,370,2025-04-06,44,9,0,
c_52346,Delta Systems,SaaS,34,Business,2779,2025-01-11,58,6,1,Mei L.
c_88314,River Corp,tech / software,931,Business ,2152,2024-09-07,5,15,2,Sarah K.
c_45175,Stone Technologies,Software,94,Pro ,1023,2023-11-14,20,8,0,Tom W.
c_54750,Iron Services,software development,221,Pro ,499,2024-04-27,19,1,0,Mei L.
c_20593,Jade Systems,wealth management,324,Starter,231,2025-02-05,45,3,1,
c_18896,Nexus Ventures,Technology,287,Business ,2463,2023-08-12,38,1,0,David C.
c_34998,Iron Dynamics,online retail,1378,pro,682,2024-05-30,7,18,2,Sophia B.
c_92597,Verde Ventures,FinTech,58,Pro ,1168,2024-12-20,6,0,5,Sarah K.
c_42190,Blue Group,online retail,508,STARTER,249,2023-12-20,2,7,2,Sophia B.
c_26008,Keystone Ventures,medical devices,112,Starter ,198,2024-01-17,26,3,0,
c_30233,Echo Corp,SaaS,74,starter plan,359,2024-06-26,26,5,2,
c_48110,Swift Dynamics,enterprise software,179,STARTER,259,2024-11-05,7,9,0,
c_96895,Pulse Services,supply chain logistics,1385,professional,486,2024-08-21,35,7,2,Sarah K.
c_65765,Global Corp,3pl / warehousing,37,professional,971,2023-12-21,62,6,8,Mei L.
c_50214,Terra Systems,software development,21,starter,287,2025-04-24,4,12,2,
c_35007,Keystone Services,pharma,89,Pro ,922,2023-07-20,13,6,2,Priya M.
c_48584,Keystone Co,consulting,264,professional,942,2023-09-14,44,1,3,Sarah K.
c_88502,Valor LLC,B2B Software,263,Business ,2695,2024-09-22,36,7,2,Anna P.
c_52934,Pulse Works,retail,83,Pro,961,2023-08-23,32,2,6,David C.
c_23085,Solar Co,retail & ecommerce,,BUSINESS,1225,2025-01-26,43,6,7,Sophia B.
c_62694,Ridge Group,3PL,881,PRO,996,2024-02-26,10,11,0,Kevin H.
c_80921,First Systems,logistics / 3pl,137,Pro,1028,2023-07-13,4,0,2,Mei L.
c_49935,Solar Ventures,consulting,1318,starter plan,268,2024-09-18,34,2,1,Sarah K.
c_81547,Stratum Inc,Software,6707,Pro ,687,2023-07-24,51,5,8,Sarah K.
c_90435,Ionic Corp,HEALTHCARE,115,Starter ,375,2023-10-15,50,0,2,
c_76200,Apex Corp,non-profit,485,starter plan,206,2024-08-29,44,0,2,Sophia B.
c_24094,Ionic Partners,energy,1469,Starter,206,2024-08-24,46,6,1,Sophia B.
c_49607,Atlas Services,FINANCE,67,Pro,1176,2024-11-10,14,6,0,Sophia B.
c_46824,First Consulting,financial tech,6126,Pro,775,2023-10-07,47,5,8,James T.
c_53368,Global Group,tech / software,1314,enterprise,2448,2023-04-17,11,11,1,Tom W.
c_96600,Delta Inc,SaaS / Tech,84,starter plan,196,2024-11-16,23,12,1,Tom W.
c_25493,Summit Dynamics,real estate,6979,STARTER,343,2024-05-07,20,0,1,David C.
c_64684,Union Technologies,3PL,19,PRO,1103,2024-08-01,15,7,0,Sophia B.
c_44615,Valor Dynamics,fintech,269,pro,817,2023-07-19,10,1,3,David C.
c_99684,Vector Solutions,D2C ecommerce,106,STARTER,298,2024-06-01,46,8,2,
c_96619,Quorum Ventures,software,1005,PRO,852,2023-07-30,14,10,2,David C.
c_59996,Noble Dynamics,retail & ecommerce,72,business,3527,2023-12-15,30,2,1,Rachel S.
c_60116,River Ventures,wealth management,12,professional,1021,2024-06-12,15,7,3,Sophia B.
c_14164,Lumen Ventures,wealth management,415,Starter ,149,2024-06-29,11,1,2,
c_70617,Vibe Ventures,software,211,pro,930,2023-11-04,10,9,2,Anna P.
c_23804,Delta Solutions,legal services,470,professional,652,2024-11-02,51,4,1,Sophia B.
c_17059,Mesa Systems,3PL,129,business,499,2023-07-07,6,6,3,Tom W.
c_67896,Swift Solutions,media,,starter,216,2024-11-18,7,11,0,Sophia B.
c_85887,Maple Advisors,Technology,,Pro ,1116,2023-12-25,61,4,5,Anna P.
c_32570,Solid Works,Software,,BUSINESS,2176,2023-12-02,54,4,7,Kevin H.
c_90506,Vector Group,real estate,189,enterprise,3198,2023-01-02,1,7,4,David C.
c_77957,Ionic Ventures,retail,553,Pro,500,2024-03-24,56,2,6,Kevin H.
c_70432,Trek Group,non-profit,292,enterprise,499,2023-10-19,58,6,0,Priya M.
c_26871,Ardent Solutions,manufacturing,412,BUSINESS,2401,2024-04-14,12,5,4,James T.
c_57929,Prime Co,Technology,113,enterprise,2192,2024-08-02,41,7,0,Anna P.
c_40214,Verde Co,consulting,112,business,2568,2023-01-16,0,6,3,Kevin H.
c_79365,Titan Works,pharma,58,starter plan,342,2025-04-05,50,7,0,
c_77467,Ardent Works,financial services,97,Starter,248,2024-08-30,53,4,0,
c_93254,Vertex Group,B2B Software,192,Pro ,499,2025-01-26,19,8,5,Tom W.
c_22768,Quorum Consulting,legal services,,BUSINESS,1224,2023-12-11,15,4,1,Sophia B.
c_55966,Nexus Labs,real estate,49,PRO,934,2024-05-01,10,2,0,Mei L.
c_72491,First Services,Retail / Ecommerce,58,pro,727,2024-08-20,17,9,5,David C.
c_23702,Bright Works,media,362,BUSINESS,2668,2023-05-07,15,7,4,Carlos R.
c_84812,Orbit Inc,Logistics,451,STARTER,360,2024-11-29,16,2,0,
c_70815,Vertex Corp,D2C ecommerce,53,Starter ,300,2024-02-21,5,5,2,
c_11169,Cascade Partners,health services,371,enterprise,2059,2025-01-30,17,5,2,Anna P.
c_38462,Vista Consulting,energy,429,Starter ,392,2025-05-02,53,4,0,
c_75926,Peak Services,freight logistics,44,starter,342,2024-04-29,2,8,2,Carlos R.
c_65180,Peak Co,Technology,99,starter,228,2025-04-12,0,11,0,
c_35758,Noble Inc,legal services,857,PRO,499,2024-04-04,19,2,3,Anna P.
c_55128,Global Systems,financial tech,85,pro,1214,2024-09-27,37,3,2,Rachel S.
c_40406,Trek Consulting,Logistics,228,starter plan,269,2024-02-28,52,1,1,Sophia B.
c_71968,Acme Solutions,Technology,344,Pro,1254,2023-12-29,23,3,2,Tom W.
c_56447,Trek Corp,software development,96,starter plan,322,2024-09-17,2,2,1,
c_75588,Lumen Co,food & beverage,,BUSINESS,4201,2024-08-07,32,2,2,Carlos R.
c_97810,Forge Labs,D2C ecommerce,11,PRO,789,2024-05-09,56,5,2,Anna P.
c_48923,Jade Consulting,Finance,176,pro,876,2025-01-22,13,11,4,Sarah K.
c_64312,Slate Solutions,Logistics,12,Business ,2305,2023-01-10,9,1,2,Mei L.
c_51608,Global Inc,education,600,STARTER,315,2024-11-08,51,6,1,
c_23996,Pulse Group,consulting,148,pro,1391,2023-10-16,21,5,2,Kevin H.
c_21653,Noble Advisors,supply chain logistics,6,professional,1068,2025-03-06,0,9,2,Anna P.
c_42861,Ultra Group,freight logistics,7855,Business,1638,2023-06-06,11,1,4,Kevin H.
c_28429,Prime Dynamics,health tech,243,PRO,1576,2024-02-01,13,0,0,Kevin H.
c_37172,Atlas Dynamics,health tech,31,starter,246,2023-09-30,48,12,1,Kevin H.
c_95764,Helix Ventures,supply chain logistics,1191,Starter,216,2025-02-19,7,11,1,
c_30509,Iron Solutions,Technology,147,Pro ,954,2024-02-06,8,2,4,Carlos R.
c_41919,Summit Technologies,health services,436,Pro ,481,2024-01-04,7,4,1,James T.
c_64448,Peak Inc,fintech,300,enterprise,499,2023-11-18,8,7,6,David C.
c_53494,Summit Works,Logistics,709,enterprise,2726,2024-08-06,63,6,3,Mei L.
c_11711,Delta Technologies,Tech,6512,starter plan,332,2024-07-25,40,5,2,Carlos R.
c_22840,Global Dynamics,HR tech,5516,professional,955,2024-08-05,3,7,1,Sarah K.
c_37773,Helix Corp,medical devices,,STARTER,172,2023-12-05,46,3,1,James T.
c_29650,Ultra Services,fintech,1323,PRO,1331,2022-12-03,6,10,0,Kevin H.
c_61115,River Consulting,software development,,Pro ,1005,2023-09-13,7,8,5,Kevin H.
c_19959,Rally Advisors,HealthTech,1168,STARTER,267,2025-03-24,56,12,0,
c_73757,Vector Dynamics,manufacturing,136,pro,1034,2023-10-29,2,2,4,Sophia B.
c_92598,Zeal Labs,Retail,180,business,2105,2023-03-19,31,10,0,Priya M.
c_78176,Cedar Labs,logistics / 3pl,197,BUSINESS,2421,2023-11-18,14,10,0,David C.
c_21278,Delta Corp,Logistics,132,Pro,882,2025-02-22,42,1,2,Anna P.
c_93354,Orbit Services,LOGISTICS,39,Pro,649,2024-11-22,5,7,6,Sophia B.
c_19546,Helix Group,SaaS / Tech,1287,Starter,163,2023-11-05,51,3,2,
c_77723,Summit LLC,wealth management,137,Pro,1232,2023-10-19,6,9,0,Rachel S.
c_56985,Peak Solutions,manufacturing,40,Starter ,153,2024-01-06,5,7,1,Kevin H.
c_93151,Stone Works,health tech,437,starter,447,2024-11-19,56,0,1,Priya M.
c_25955,Ardent Consulting,consulting,,starter plan,279,2024-09-29,4,5,1,Sarah K.
c_90045,Ardent Advisors,Retail,113,Business,2629,2023-06-30,12,10,1,Tom W.
c_67406,Wave Services,3pl / warehousing,15,Starter,383,2024-05-30,22,9,0,David C.
c_26628,Rally Co,HR tech,4411,starter plan,245,2025-04-01,1,5,0,Sarah K.
c_48833,Ionic Group,D2C ecommerce,180,Pro ,796,2023-08-14,20,0,2,Carlos R.
c_15389,Acme Co,retail,1111,BUSINESS,2232,2023-05-13,30,4,3,Rachel S.
c_45310,Spark Inc,Technology,436,starter plan,368,2025-03-21,5,7,0,Mei L.
c_44401,Kinetic Group,non-profit,81,Pro ,531,2024-06-17,34,4,7,Sarah K.
c_81984,Keystone LLC,banking & finance,220,Starter,251,2025-02-07,7,11,1,Priya M.
c_26340,Pulse Systems,Logistics,454,BUSINESS,3250,2024-10-19,2,5,1,David C.
c_90599,Solid LLC,software development,,starter plan,344,2023-10-10,47,8,0,Carlos R.
c_56074,Core Partners,3PL,724,BUSINESS,2187,2023-02-24,9,13,2,David C.
c_40171,Topo Advisors,wealth management,238,BUSINESS,2101,2024-11-26,12,6,5,James T.
c_60615,Valor Consulting,media,450,STARTER,374,2024-03-10,12,4,0,
c_36429,Wave Dynamics,education,341,PRO,499,2024-09-13,38,3,5,Carlos R.
c_12600,Blue Co,financial tech,1174,starter plan,266,2024-06-18,3,8,2,James T.
c_80003,Cascade Technologies,tech / software,331,Business,2523,2023-05-25,4,2,4,Kevin H.
c_51186,Vibe LLC,financial services,182,professional,893,2024-12-13,31,1,0,Sarah K.
c_85569,Noble Partners,3pl / warehousing,835,Pro,898,2024-05-10,12,9,1,Tom W.
c_97056,Solar Technologies,Logistics,,starter plan,174,2024-07-01,29,3,1,Anna P.
c_24356,Titan Consulting,media,120,BUSINESS,3547,2024-10-31,66,1,5,Priya M.
c_62796,Vertex Dynamics,consulting,1961,Pro,788,2023-02-12,2,10,0,Tom W.
c_80723,Acme Technologies,Tech,344,business,1428,2023-06-29,10,15,1,David C.
c_93387,Pulse Co,Finance,44,starter plan,351,2024-02-10,60,1,1,James T.
c_66330,First Group,healthcare,304,Business ,2457,2024-03-15,40,2,5,Sarah K.
c_16951,Valor Advisors,software development,824,starter plan,400,2025-04-04,46,12,0,Sophia B.
c_50464,Zenith Co,logistics/transportation,,starter,235,2024-10-17,1,10,1,Carlos R.
c_22175,Trek Technologies,Logistics,,Starter,239,2024-09-21,19,2,1,
c_60909,Global Co,manufacturing,,professional,662,2024-05-31,0,10,2,Tom W.
c_84593,Vertex Systems,3PL,157,enterprise,3555,2024-07-03,54,10,0,Kevin H.
c_25044,Summit Systems,software,1804,Business,2501,2023-11-14,2,13,2,Anna P.
c_79559,Harbor Advisors,Tech,11,Starter,284,2024-12-29,22,2,0,
c_67281,Solar Corp,SaaS,90,Pro,1031,2024-04-15,64,1,5,Priya M.
c_55824,Atlas Systems,online retail,194,professional,851,2024-03-12,58,5,0,Rachel S.
c_37258,Blue Ventures,medical devices,322,enterprise,2949,2023-12-16,13,16,2,Carlos R.
c_59247,Solid Technologies,online retail,6996,STARTER,282,2025-03-28,9,4,2,Rachel S.
c_12017,Pulse Solutions,financial tech,16,starter plan,214,2023-10-23,10,0,0,
c_76165,Vault Co,Technology,1570,PRO,1123,2024-01-24,4,16,2,Carlos R.
c_22620,Bright Technologies,non-profit,2797,STARTER,277,2025-03-02,4,12,1,
c_94509,Wave Technologies,3pl / warehousing,5169,PRO,848,2025-03-31,39,1,7,David C.
c_32439,Vibe Systems,freight logistics,193,professional,720,2024-02-13,15,9,5,James T.
c_17776,Stratum Partners,HEALTHCARE,1164,Starter,267,2024-02-09,15,4,0,Carlos R.
c_88892,Topo Consulting,Logistics,16,professional,815,2024-11-20,14,8,1,Rachel S.
c_16848,Bright Partners,HEALTHCARE,6663,Starter ,337,2024-05-20,7,7,1,
c_73587,Prime Technologies,LOGISTICS,,Pro,1255,2023-12-01,19,0,6,Rachel S.
c_72811,Lumen Corp,education,648,enterprise,2681,2023-02-04,11,12,2,Anna P.
c_35402,Cedar Dynamics,health tech,1435,Starter,275,2023-10-14,11,9,0,
c_58752,Ultra Inc,RETAIL,119,Starter,317,2024-10-01,58,0,0,
c_41359,Delta Ventures,3pl / warehousing,255,professional,1385,2024-09-12,37,3,7,James T.
c_40368,Summit Partners,education,482,Pro,792,2023-06-25,3,2,0,Sarah K.
c_64224,Echo Advisors,retail,28,Starter ,229,2025-04-29,14,10,0,
c_11354,Ridge Corp,supply chain logistics,1123,professional,819,2023-08-21,6,12,1,Carlos R.
c_34841,Stratum Group,Healthcare,1465,STARTER,189,2025-02-10,35,4,1,Anna P.
c_10852,Iron Technologies,SaaS / Tech,544,Starter,259,2024-09-25,12,2,0,
c_82776,Pivot Technologies,food & beverage,53,professional,855,2024-07-30,5,10,2,James T.
c_93560,Vault Inc,FINANCE,1976,Business ,1796,2024-08-13,4,11,0,Carlos R.
c_63744,Spark Works,healthcare,73,pro,787,2023-06-29,37,0,2,Tom W.
c_64039,Slate Consulting,retail,37,pro,410,2024-03-26,36,0,1,David C.
c_76877,Quorum Technologies,TECH,3603,BUSINESS,2774,2024-09-23,73,5,6,Priya M.
c_31387,Mesa Technologies,banking & finance,563,Starter,263,2025-04-07,16,3,0,
c_11667,Prime Ventures,software,290,Starter ,272,2025-01-25,4,7,1,
c_54406,Orbit Group,media,181,Starter,408,2024-06-22,12,0,1,
c_48113,Solid Partners,non-profit,908,Pro,1304,2023-01-05,1,11,2,Sophia B.
c_92048,Spark Corp,SaaS / Tech,154,pro,1167,2025-01-29,53,6,0,Mei L.
c_51174,Zenith Corp,legal services,71,pro,1313,2025-01-30,13,1,5,Anna P.
c_64159,Core Technologies,e-commerce,47,enterprise,499,2023-09-04,12,2,2,Priya M.
c_87360,Ardent Co,Healthcare,446,professional,1286,2024-10-01,6,5,3,Sarah K.
c_72371,Bright Consulting,Logistics & 3PL,141,starter plan,280,2024-03-02,23,2,2,Sarah K.
c_38933,Helix Systems,tech / software,65,starter,352,2024-07-04,21,3,0,
c_19049,Peak Systems,D2C ecommerce,369,starter plan,183,2024-06-13,2,12,0,Mei L.
c_11133,Ultra Labs,enterprise software,1503,Pro ,1249,2022-12-13,3,15,0,Kevin H.
c_99213,Pulse Consulting,Tech,1044,Starter,352,2024-10-14,40,1,1,Kevin H.
c_67207,Harbor Works,freight logistics,292,BUSINESS,3037,2023-09-04,60,0,0,Priya M.
c_97469,Bright Dynamics,Retail / Ecommerce,28,enterprise,2247,2025-02-03,17,3,1,James T.
c_69444,Ridge Ventures,Software,12,Pro,960,2024-01-09,37,7,2,Sophia B.
c_11832,Cascade Works,Software,212,PRO,847,2023-09-11,3,16,2,Kevin H.
c_66032,Vista Co,3PL,136,STARTER,352,2024-04-22,4,8,2,
c_79591,Atlas Advisors,manufacturing,1336,Starter ,316,2025-04-29,53,2,0,Mei L.
c_34388,Vault LLC,supply chain logistics,914,pro,1054,2024-06-04,25,3,5,James T.
c_85095,Ultra Systems,software,6844,Starter ,292,2023-10-20,60,2,0,
c_35737,Acme Dynamics,manufacturing,1061,Business,2237,2024-04-29,11,11,0,Sophia B.
c_87789,Nexus Group,logistics / 3pl,,STARTER,378,2024-05-06,2,10,2,James T.
c_62338,Zeal Ventures,Technology,162,Starter ,422,2025-02-07,41,1,2,
c_96928,Wave Advisors,banking & finance,970,Business ,2020,2024-06-21,7,11,0,David C.
c_52308,Harbor Systems,FINANCE,21,pro,1561,2024-11-29,43,6,7,Sarah K.
c_52625,First Ventures,online retail,33,PRO,740,2024-08-09,34,10,0,Sarah K.
c_77775,Atlas Works,tech / software,148,Starter ,290,2024-08-10,29,1,2,
c_12997,Apex Systems,Tech,,Starter,218,2024-09-05,10,3,0,Carlos R.
c_97287,Apex Services,LOGISTICS,90,Business ,2684,2024-07-11,32,6,2,Rachel S.
c_65670,Valor Labs,financial services,137,STARTER,453,2024-08-14,6,7,2,Sophia B.
c_38212,Vista Advisors,media,,professional,500,2023-06-27,75,6,7,Anna P.
c_30266,Cascade LLC,D2C ecommerce,194,starter plan,228,2024-07-28,28,2,0,
c_87844,Edge Services,enterprise software,454,Starter ,268,2024-01-25,9,2,0,James T.
c_40931,Wave LLC,3pl / warehousing,,pro,857,2024-04-14,56,6,0,Carlos R.
c_35323,Vector Works,energy,48,BUSINESS,2443,2023-04-04,16,8,1,Tom W.
c_22509,Zenith Advisors,legal services,103,starter plan,338,2024-06-12,54,4,1,Tom W.
c_54441,Slate Technologies,food & beverage,,Business,2327,2023-04-02,10,4,3,Mei L.
c_85899,Stratum Works,pharma,1768,Business,2918,2023-01-26,13,8,2,James T.
c_21649,Apex Dynamics,ecommerce,121,STARTER,224,2024-09-24,26,3,1,
c_70454,Ardent LLC,FINANCE,401,Pro,721,2023-12-06,51,6,0,Anna P.
c_27893,Ardent Systems,manufacturing,,Starter,303,2023-11-24,12,1,0,James T.
c_16148,Prime Solutions,online retail,4404,Starter,236,2024-07-02,0,8,2,
c_75632,Pulse Labs,Technology,31,Pro,930,2024-07-15,42,1,1,Carlos R.
c_77599,Edge Partners,logistics/transportation,475,Starter,247,2023-10-31,22,6,0,Kevin H.
c_17316,Echo Group,financial tech,23,Starter,213,2024-11-12,6,7,0,Tom W.
c_99347,Trek Systems,financial services,,professional,854,2025-02-04,38,1,0,Kevin H.
c_56844,Acme Corp,online retail,161,Pro ,1113,2024-08-27,13,7,1,Sarah K.
c_86808,Pulse Technologies,financial tech,294,Starter,380,2025-03-12,37,3,0,
c_86695,Solar Partners,software,193,STARTER,207,2023-11-23,49,0,2,Kevin H.
c_16278,River Systems,tech / software,92,Pro,454,2024-11-16,2,6,3,Anna P.
c_76427,Slate Advisors,media,5460,Business ,2351,2024-07-19,59,3,7,Mei L.
c_69118,River Inc,Tech,45,Starter ,297,2023-10-28,7,9,2,
c_80749,Vector Systems,retail & ecommerce,431,Starter,317,2024-08-03,10,3,1,
c_94947,Topo Ventures,enterprise software,6151,starter plan,269,2023-10-07,54,1,0,Rachel S.
c_10121,Jade Corp,real estate,5630,Pro ,1188,2025-04-05,65,5,3,Priya M.
c_25660,Solar Group,enterprise software,5201,Starter ,337,2024-09-15,56,9,0,
c_68883,Vector Ventures,software development,114,PRO,1149,2024-01-05,49,7,2,Priya M.
c_51464,Lumen Consulting,education,225,Starter,290,2024-03-22,31,9,0,Sophia B.
c_84285,Echo LLC,Retail,,starter,214,2024-03-08,60,2,0,
c_23363,Peak Dynamics,media,14,Pro ,653,2023-05-30,13,8,6,David C.
c_31634,Ridge Technologies,B2B Software,2910,professional,1153,2024-05-21,50,5,0,Sophia B.
c_21033,Stone Co,D2C ecommerce,44,starter,310,2023-12-26,10,2,1,
c_86088,Atlas LLC,Technology,494,STARTER,258,2024-10-26,1,11,1,Anna P.
c_57045,Ridge Systems,freight logistics,,starter,234,2024-04-29,33,0,0,
c_90139,Swift Technologies,non-profit,,enterprise,499,2022-12-18,26,10,6,James T.
c_98669,Ridge Advisors,wealth management,6,STARTER,111,2023-11-11,1,10,0,Sarah K.
c_96558,Solar Advisors,food & beverage,21,professional,1019,2023-11-01,27,10,2,Priya M.
c_94074,Solar Works,Finance,2726,starter plan,260,2025-03-26,9,1,0,
c_91039,River Services,HR tech,173,PRO,642,2024-02-27,17,6,3,Carlos R.
c_61381,Vault Works,online retail,53,Starter,283,2024-12-04,26,11,1,James T.
c_59060,Wave Inc,health tech,287,starter,357,2023-10-31,11,1,0,Kevin H.
c_95895,Forge LLC,SaaS,439,PRO,499,2024-04-29,37,5,6,Sarah K.
c_82461,Titan Technologies,banking & finance,,Business,1844,2024-04-25,3,8,2,Priya M.
c_12700,Jade Partners,media,1245,professional,828,2024-08-16,0,6,0,Sophia B.
c_17200,Union Solutions,LOGISTICS,123,enterprise,1412,2023-05-21,17,3,0,Sarah K.
c_55318,River Technologies,Software,34,professional,906,2024-09-13,56,0,0,Kevin H.
c_85135,Peak Consulting,food & beverage,766,Starter ,340,2024-02-24,20,3,0,
c_57624,Vista LLC,banking & finance,,Pro ,600,2025-01-15,27,9,2,David C.
c_79216,Verde Partners,manufacturing,23,Pro ,924,2023-07-28,13,2,2,Mei L.
c_49756,Ridge Inc,retail,55,Starter,273,2023-11-18,3,9,1,
c_96572,Maple Co,financial tech,,Starter,286,2024-08-03,41,2,0,James T.
c_56263,Vector Partners,Technology,251,starter,281,2024-12-19,58,0,1,
c_23805,Bright Services,FINANCE,129,PRO,802,2023-08-01,47,4,5,Sarah K.
c_38325,Jade Works,real estate,437,PRO,499,2023-08-06,38,1,1,Kevin H.
c_55822,Zeal Advisors,Logistics & 3PL,229,pro,1268,2023-10-02,65,1,7,Kevin H.
c_11924,Kinetic Labs,financial tech,924,Pro ,1196,2024-01-27,74,2,7,Tom W.
c_70330,Cascade Dynamics,food & beverage,1350,Pro,1006,2024-01-11,32,1,6,Sophia B.
c_53435,Wave Group,enterprise software,,starter,336,2024-09-25,38,0,0,
c_95374,Jade Dynamics,3pl / warehousing,1404,STARTER,259,2023-11-07,35,3,2,
c_46384,Orbit Systems,software development,150,Pro ,940,2025-03-03,42,10,2,Sophia B.
c_21841,Blue Advisors,HR tech,116,Pro,887,2024-09-06,25,1,0,Kevin H.
c_16496,Pulse Partners,banking & finance,1327,Pro ,499,2024-03-07,20,0,0,James T.
c_97332,Harbor Group,3PL,362,STARTER,244,2024-02-16,11,2,1,Kevin H.
c_30665,First Dynamics,health tech,146,Pro ,473,2023-09-26,20,3,0,Tom W.
c_26282,Swift Ventures,non-profit,47,Starter,117,2024-07-22,0,9,0,
c_51166,Quorum Corp,3pl / warehousing,1485,PRO,861,2024-06-30,64,5,5,David C.
c_91962,Global Advisors,tech / software,30,pro,1055,2024-05-11,60,1,6,Priya M.
c_71668,Wave Solutions,Tech,227,starter plan,359,2024-09-27,30,4,1,Tom W.
c_21665,Terra Corp,Software,61,Starter ,244,2023-11-04,5,8,1,
c_98073,River Advisors,Logistics & 3PL,320,professional,499,2023-09-16,36,6,1,Carlos R.
c_83238,Kinetic Ventures,Technology,103,starter plan,331,2025-05-04,60,10,1,Kevin H.
c_59459,Verde Technologies,Tech,72,starter,198,2024-03-11,50,8,1,Sarah K.
